"","ResponseId","Consent_Page","Age","Experience","Familiarity","Healthcare","Channel","Channel_4_TEXT","Healthcare_Level","Healthcare_Level_7_TEXT","Healthcare_Setting","Healthcare_Setting_4_TEXT","Healthcare_Security","Baseline_Response_1","Baseline_Response_2","Baseline_Response_3","Baseline_Response_4","Baseline_Response_5","Baseline_Response_6","Att_Check","V1_B_NM","V1_B_M","V2_B_NM","V2_B_M","V3_B_NM","V3_B_M","V4_B_NM","V4_B_M","V5_B_NM","V5_B_M","V6_B_NM","V6_B_M","V7_B_NM","V7_B_M","V8_B_NM","V8_B_M","V1_AI_NM","V1_AI_M","V2_AI_NM","V2_AI_M","V3_AI_NM","V3_AI_M","V4_AI_NM","V4_AI_M","V5_AI_NM","V5_AI_M","V6_AI_NM","V6_AI_M","V7_AI_NM","V7_AI_M","V8_AI_NM","V8_AI_M","V1_F_NM","V1_F_M","V2_F_NM","V2_F_M","V3_F_NM","V3_F_M","V4_F_NM","V4_F_M","V5_F_NM","V5_F_M","V6_F_NM","V6_F_M","V7_F_NM","V7_F_M","V8_F_NM","V8_F_M","Gender","Country","Country_3_TEXT","Ethnicity","Race","Education","Police_1","Police_2","Police_3","Police_4","Police_5","Politic","Group","Rec_Type","Stratified","V1_Race","V2_Race","V3_Race","V4_Race","V5_Race","V6_Race","V7_Race","V8_Race","V1_Religion","V2_Religion","V3_Religion","V4_Religion","V5_Religion","V6_Religion","V7_Religion","V8_Religion","V1_Random","V1_Rec","V2_Random","V2_Rec","V3_Random","V3_Rec","V4_Random","V4_Rec","V5_Random","V5_Rec","V6_Random","V6_Rec","V7_Random","V7_Rec","V8_Random","V8_Rec","V1_Flag","V2_Flag","V3_Flag","V4_Flag","V5_Flag","V6_Flag","V7_Flag","V8_Flag"
"201",201,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","Republican Party","Baseline","Flag","True","Caucasian","Caucasian","African American","African American","African American","Caucasian","African American","Caucasian","Muslim","Not","Muslim","Not","Not","Not","Not","Muslim","","","","","","","","","","","","","","","","","","","","","","","",""
"202",202,"Yes, I agree to participate in this study","35 - 44","No","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","Republican Party","Biased","Flag","True","Caucasian","African American","Caucasian","African American","African American","Caucasian","African American","Caucasian","Muslim","Muslim","Not","Muslim","Not","Not","Not","Not","54","police","34","police","34","police","46","police","21","police","50","medical","10","police","61","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence",""
"203",203,"Yes, I agree to participate in this study","25 - 34","No","Might or might not","Yes","3","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Female","United States of America","","No","Asian","Doctoral degree","Agree","Agree","Agree","Disagree","Disagree","Prefer not to say","Biased","Explicit","True","Caucasian","African American","Caucasian","Caucasian","African American","African American","African American","Caucasian","Muslim","Not","Not","Not","Not","Muslim","Muslim","Not","86","medical","84","medical","69","medical","52","medical","84","police","92","medical","15","police","83","medical","","","","","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence",""
"204",204,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Through my employer","","Resident physician","","Community health center","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","None (i.e. Independent)","Baseline","Flag","True","African American","Caucasian","African American","African American","Caucasian","Caucasian","Caucasian","African American","Not","Not","Not","Not","Muslim","Not","Muslim","Muslim","","","","","","","","","","","","","","","","","","","","","","","",""
"205",205,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","3","","Medical student","","University campus health center","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","","Prefer not to say","United States of America","","Prefer not to say","Prefer not to say","Professional degree (JD, MD)","Agree","Agree","Agree","Neutral","Disagree","Prefer not to say","Unbiased","Explicit","True","Caucasian","African American","African American","African American","African American","Caucasian","Caucasian","Caucasian","Not","Muslim","Muslim","Not","Not","Muslim","Not","Not","33","police","9","police","6","police","45","medical","16","police","57","medical","61","medical","62","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","",""
"206",206,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","Prefer not to say","Baseline","Explicit","True","African American","Caucasian","Caucasian","Caucasian","Caucasian","African American","African American","African American","Not","Muslim","Muslim","Muslim","Not","Not","Not","Not","","","","","","","","","","","","","","","","","","","","","","","",""
"207",207,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Neutral","Agree","Agree","Neutral","Disagree","Democratic Party","Biased","Flag","True","African American","African American","Caucasian","Caucasian","Caucasian","African American","African American","Caucasian","Not","Not","Not","Muslim","Not","Muslim","Not","Muslim","38","police","13","police","65","medical","16","police","22","police","30","police","18","police","14","police","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence"
"208",208,"Yes, I agree to participate in this study","25 - 34","Yes, for more than one year","Probably yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Neutral","Disagree","Agree","Agree","Agree","Democratic Party","Unbiased","Explicit","True","Caucasian","Caucasian","African American","African American","African American","Caucasian","Caucasian","African American","Muslim","Not","Not","Not","Muslim","Not","Muslim","Not","96","medical","30","police","40","police","5","police","36","medical","32","medical","30","medical","92","medical","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","",""
"209",209,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Medical Help","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Female","United States of America","","No","Black or African American","Professional degree (JD, MD)","Neutral","Neutral","Neutral","Agree","Disagree","Democratic Party","Unbiased","Flag","True","Caucasian","African American","African American","African American","Caucasian","Caucasian","African American","Caucasian","Not","Not","Muslim","Not","Muslim","Not","Muslim","Not","50","police","99","medical","32","police","79","medical","38","medical","9","police","51","medical","41","medical","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence","",""
"210",210,"Yes, I agree to participate in this study","25 - 34","No","Might or might not","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Police Assistance","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Male","United States of America","","Yes","White or Caucasian","Doctoral degree","Neutral","Neutral","Agree","Neutral","Neutral","None (i.e. Independent)","Baseline","Explicit","True","African American","Caucasian","African American","African American","Caucasian","African American","Caucasian","Caucasian","Not","Muslim","Muslim","Not","Muslim","Not","Not","Not","","","","","","","","","","","","","","","","","","","","","","","",""
"211",211,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Through my employer","","Resident physician","","Hospital","","No","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","","Female","United States of America","","No","Prefer not to say","Professional degree (JD, MD)","Disagree","Disagree","Disagree","Agree","Agree","Democratic Party","Unbiased","Explicit","True","African American","Caucasian","African American","African American","Caucasian","Caucasian","Caucasian","African American","Not","Muslim","Not","Not","Not","Muslim","Muslim","Not","50","police","4","police","69","medical","7","police","48","medical","32","medical","52","medical","46","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","","",""
"212",212,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Neutral","Disagree","Republican Party","Biased","Explicit","True","Caucasian","African American","Caucasian","Caucasian","African American","African American","African American","Caucasian","Muslim","Not","Not","Not","Not","Not","Muslim","Muslim","2","police","62","police","24","police","54","medical","92","medical","67","police","48","police","62","police","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence"
"213",213,"Yes, I agree to participate in this study","35 - 44","No","Probably yes","Yes","5","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual is suffering from hallucinations and has repeatedly verbally threatened his roommate with violence","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Female","United States of America","","No","Prefer not to say","Professional degree (JD, MD)","Neutral","Agree","Agree","Neutral","Neutral","None (i.e. Independent)","Unbiased","Flag","True","Caucasian","African American","African American","Caucasian","Caucasian","African American","African American","Caucasian","Not","Muslim","Not","Not","Muslim","Muslim","Not","Not","34","police","25","police","65","medical","14","police","84","medical","57","medical","94","medical","27","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","","",""
"214",214,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","3","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Neutral","Agree","Agree","Disagree","Prefer not to say","Unbiased","Explicit","True","Caucasian","African American","African American","Caucasian","African American","African American","Caucasian","Caucasian","Not","Muslim","Muslim","Not","Not","Not","Muslim","Not","32","police","44","police","71","medical","25","police","69","medical","14","medical","31","medical","72","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","","","",""
"215",215,"Yes, I agree to participate in this study","25 - 34","Yes, for less than one year","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","None (i.e. Independent)","Baseline","Flag","True","African American","Caucasian","African American","Caucasian","African American","Caucasian","African American","Caucasian","Not","Not","Not","Not","Muslim","Muslim","Muslim","Not","","","","","","","","","","","","","","","","","","","","","","","",""
"216",216,"Yes, I agree to participate in this study","35 - 44","No","Definitely yes","Yes","3","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Agree","Neutral","Democratic Party","Unbiased","Flag","True","Caucasian","African American","Caucasian","African American","Caucasian","African American","Caucasian","African American","Not","Muslim","Not","Muslim","Muslim","Not","Not","Not","59","medical","83","medical","90","medical","49","medical","23","police","22","medical","69","medical","66","medical","","","","","🚩 Our AI system has flagged this call for risk of violence","","",""
"217",217,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Neutral","Disagree","None (i.e. Independent)","Biased","Explicit","True","African American","African American","Caucasian","African American","Caucasian","Caucasian","African American","Caucasian","Not","Not","Muslim","Not","Not","Muslim","Not","Muslim","19","police","67","police","72","police","33","police","34","medical","78","medical","72","police","73","medical","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence",""
"218",218,"Yes, I agree to participate in this study","25 - 34","Yes, for more than one year","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Female","United States of America","","No","Asian","Professional degree (JD, MD)","Agree","Neutral","Neutral","Neutral","Agree","Democratic Party","Unbiased","Flag","True","Caucasian","Caucasian","African American","African American","Caucasian","African American","African American","Caucasian","Muslim","Not","Muslim","Not","Not","Not","Not","Muslim","72","medical","85","medical","63","medical","47","medical","19","police","21","medical","47","medical","1","police","","","","","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence"
"219",219,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","3","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Male","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Agree","Agree","Agree","Disagree","Disagree","Republican Party","Biased","Explicit","True","Caucasian","Caucasian","African American","Caucasian","African American","African American","Caucasian","African American","Muslim","Muslim","Not","Muslim","Not","Not","Not","Not","14","police","48","police","10","police","25","police","76","police","13","police","35","medical","22","police","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence"
"220",220,"Yes, I agree to participate in this study","25 - 34","No","Probably yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Male","United States of America","","No","Asian","Professional degree (JD, MD)","Neutral","Neutral","Neutral","Disagree","Disagree","None (i.e. Independent)","Biased","Explicit","True","African American","Caucasian","Caucasian","African American","African American","Caucasian","African American","Caucasian","Muslim","Not","Not","Not","Muslim","Muslim","Not","Not","46","police","54","medical","99","medical","20","police","90","police","85","medical","57","police","51","medical","🚩 Our AI system has flagged this call for risk of violence","","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence",""
"221",221,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Prefer not to say","United States of America","","Prefer not to say","Prefer not to say","Professional degree (JD, MD)","Agree","Agree","Neutral","Neutral","Disagree","Prefer not to say","Baseline","Flag","True","African American","African American","Caucasian","Caucasian","African American","Caucasian","Caucasian","African American","Not","Not","Not","Not","Muslim","Muslim","Muslim","Not","","","","","","","","","","","","","","","","","","","","","","","",""
"222",222,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","Through my employer","","Resident physician","","Hospital","","Yes","Medical Help","Medical Help","Medical Help","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","United States of America","","No","Asian","Professional degree (JD, MD)","Neutral","Disagree","Neutral","Agree","Neutral","Democratic Party","Baseline","Explicit","True","African American","African American","Caucasian","African American","Caucasian","African American","Caucasian","Caucasian","Muslim","Not","Not","Not","Not","Muslim","Muslim","Not","","","","","","","","","","","","","","","","","","","","","","","",""
"223",223,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","3","","Other (please specify)","Geriatric psychiatry fellow ","Other","Nursing home ","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","Send emergency medical help to the caller's location","","","","","","","","","","","","","","","","","","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Neutral","Agree","Agree","Agree","Disagree","Democratic Party","Biased","Explicit","True","African American","African American","African American","Caucasian","African American","Caucasian","Caucasian","Caucasian","Not","Not","Not","Muslim","Not","Muslim","Muslim","Not","95","medical","17","police","11","police","87","medical","4","police","40","police","88","medical","74","medical","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","",""
"224",224,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","3","","Resident physician","","University campus health center","","Yes","Medical Help","Medical Help","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","","Send emergency medical help to the caller's location","","","Contact the police department for immediate assistance","","Send emergency medical help to the caller's location","Send emergency medical help to the caller's location","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Female","United States of America","","No","White or Caucasian","Professional degree (JD, MD)","Neutral","Neutral","Neutral","Agree","Disagree","Republican Party","Biased","Flag","True","African American","Caucasian","Caucasian","Caucasian","African American","African American","Caucasian","African American","Not","Not","Not","Muslim","Muslim","Not","Not","Muslim","2","police","91","medical","28","police","10","police","28","police","65","police","34","medical","83","police","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","🚩 Our AI system has flagged this call for risk of violence","","🚩 Our AI system has flagged this call for risk of violence"
"225",225,"Yes, I agree to participate in this study","25 - 34","No","Definitely yes","Yes","3","","Resident physician","","Hospital","","Yes","Medical Help","Police Assistance","Police Assistance","Medical Help","Police Assistance","Police Assistance","Individual fell down the stairs and is injured","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Send emergency medical help to the caller's location","Contact the police department for immediate assistance","","Contact the police department for immediate assistance","","","Contact the police department for immediate assistance","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Female","United States of America","","No","Black or African American","Professional degree (JD, MD)","Disagree","Neutral","Neutral","Agree","Neutral","Democratic Party","Baseline","Explicit","True","Caucasian","Caucasian","Caucasian","African American","Caucasian","African American","African American","African American","Not","Muslim","Not","Not","Muslim","Not","Not","Muslim","","","","","","","","","","","","","","","","","","","","","","","",""
